# unified_batch: max_base=20, sizes [3, 6], k in [1, 2]
# 30542 coprime BaseSets enumerated
# A                              k   R        route   c*           T*           extra       
  {3,7,8,14,18,19}               1   1.001    CFH     13           49           step=22 
  {3,7,8,14,18,19}               2   1.001    CFH     5206         16807        step=22 
  {3,7,8,15,16,17}               1   1.01     CFH     21           49           step=16 
  {3,7,8,15,16,17}               2   1.01     CFH     6067         16807        step=14 
  {3,7,8,15,16,18}               1   1.006    CFH     14           49           step=17 
  {3,7,8,15,16,18}               2   1.006    CFH     4975         16807        step=17 
  {3,7,8,15,16,19}               1   1.003    CFH     21           49           step=18 
  {3,7,8,15,16,19}               2   1.003    CFH     3697         16807        step=18 
  {3,7,8,15,16,20}               1   1        CFH     21           49           step=26 
  {3,7,8,15,16,20}               2   1        CFH     3224         32768        step=26 
  {3,7,8,15,17,18}               1   1.002    CFH     14           49           step=19 
  {3,7,8,15,17,18}               2   1.002    CFH     4805         16807        step=19 
  {3,7,9,10,11,12}               1   1.094    CFH     8            49           step=8 
  {3,7,9,10,11,12}               2   1.094    CFH     2887         10000        step=9 
  {3,7,9,10,11,13}               1   1.086    CFH     15           49           step=8 
  {3,7,9,10,11,13}               2   1.086    CFH     2490         6561         step=9 
  {3,7,9,10,11,14}               1   1.08     CFH     15           49           step=8 
  {3,7,9,10,11,14}               2   1.08     CFH     2556         10000        step=11 
  {3,7,9,10,11,15}               1   1.074    CFH     8            49           step=8 
  {3,7,9,10,11,15}               2   1.074    CFH     2441         3375         step=10 
  {3,7,9,10,11,16}               1   1.069    CFH     15           49           step=8 
  {3,7,9,10,11,16}               2   1.069    CFH     4128         10000        step=11 
  {3,7,9,10,11,17}               1   1.065    CFH     15           49           step=10 
  {3,7,9,10,11,17}               2   1.065    CFH     8312         59049        step=7 
  {3,7,9,10,11,18}               1   1.062    CFH     15           49           step=10 
  {3,7,9,10,11,18}               2   1.062    CFH     3499         10000        step=11 
  {3,7,9,10,11,19}               1   1.058    CFH     15           49           step=10 
  {3,7,9,10,11,19}               2   1.058    CFH     8294         10000        step=11 
  {3,7,9,10,11,20}               1   1.055    CFH     15           49           step=10 
  {3,7,9,10,11,20}               2   1.055    CFH     9677         59049        step=9 
  {3,7,9,10,12,13}               1   1.077    CFH     14           49           step=8 
  {3,7,9,10,12,13}               2   1.077    CFH     2347         6561         step=9 
  {3,7,9,10,12,14}               1   1.071    CFH     11           49           step=8 
  {3,7,9,10,12,14}               2   1.071    CFH     3022         10000        step=10 
  {3,7,9,10,12,15}               1   1.065    CFH     23           100          step=11 
  {3,7,9,10,12,15}               2   1.065    CFH     10375        50625        step=9 
  {3,7,9,10,12,16}               1   1.06     CFH     14           49           step=10 
  {3,7,9,10,12,16}               2   1.06     CFH     4013         10000        step=11 
  {3,7,9,10,12,17}               1   1.056    CFH     23           100          step=11 
  {3,7,9,10,12,17}               2   1.056    CFH     3564         10000        step=11 
  {3,7,9,10,12,18}               1   1.053    CFH     72           324          step=11 
  {3,7,9,10,12,18}               2   1.053    CFH     10007        59049        step=9 
  {3,7,9,10,12,19}               1   1.049    CFH     23           49           step=11 
  {3,7,9,10,12,19}               2   1.049    CFH     8981         59049        step=9 
  {3,7,9,10,12,20}               1   1.046    CFH     14           49           step=11 
  {3,7,9,10,12,20}               2   1.046    CFH     8567         59049        step=10 
  {3,7,9,10,13,14}               1   1.063    CFH     15           49           step=10 
  {3,7,9,10,13,14}               2   1.063    CFH     3412         10000        step=10 
  {3,7,9,10,13,15}               1   1.058    CFH     14           49           step=10 
  {3,7,9,10,13,15}               2   1.058    CFH     2490         3375         step=12 
  {3,7,9,10,13,16}               1   1.053    CFH     24           100          step=11 
  {3,7,9,10,13,16}               2   1.053    CFH     3472         10000        step=10 
  {3,7,9,10,13,17}               1   1.049    CFH     15           49           step=11 
  {3,7,9,10,13,17}               2   1.049    CFH     4652         10000        step=11 
  {3,7,9,10,13,18}               1   1.045    CFH     24           100          step=11 
  {3,7,9,10,13,18}               2   1.045    CFH     10518        100000       step=11 
  {3,7,9,10,13,19}               1   1.042    CFH     73           343          step=12 
  {3,7,9,10,13,19}               2   1.042    CFH     8999         10000        step=11 
  {3,7,9,10,13,20}               1   1.039    CFH     24           49           step=11 
  {3,7,9,10,13,20}               2   1.039    CFH     8830         100000       step=11 
  {3,7,9,10,14,15}               1   1.051    CFH     11           49           step=11 
  {3,7,9,10,14,15}               2   1.051    CFH     3552         10000        step=10 
  {3,7,9,10,14,16}               1   1.046    CFH     15           49           step=11 
  {3,7,9,10,14,16}               2   1.046    CFH     6785         10000        step=10 
  {3,7,9,10,14,17}               1   1.042    CFH     15           49           step=11 
  {3,7,9,10,14,17}               2   1.042    CFH     5685         10000        step=10 
  {3,7,9,10,14,18}               1   1.039    CFH     15           49           step=11 
  {3,7,9,10,14,18}               2   1.039    CFH     13000        38416        step=11 
  {3,7,9,10,14,19}               1   1.035    CFH     15           49           step=11 
  {3,7,9,10,14,19}               2   1.035    CFH     7981         10000        step=13 
  {3,7,9,10,14,20}               1   1.032    CFH     15           49           step=11 
  {3,7,9,10,14,20}               2   1.032    CFH     11213        38416        step=12 
  {3,7,9,10,15,16}               1   1.041    CFH     14           49           step=11 
  {3,7,9,10,15,16}               2   1.041    CFH     4561         10000        step=10 
  {3,7,9,10,15,17}               1   1.037    CFH     23           49           step=11 
  {3,7,9,10,15,17}               2   1.037    CFH     7207         10000        step=12 
  {3,7,9,10,15,18}               1   1.033    CFH     23           49           step=11 
  {3,7,9,10,15,18}               2   1.033    CFH     11627        50625        step=10 
  {3,7,9,10,15,19}               1   1.03     CFH     23           49           step=11 
  {3,7,9,10,15,19}               2   1.03     CFH     9279         10000        step=12 
  {3,7,9,10,15,20}               1   1.027    CFH     14           49           step=11 
  {3,7,9,10,15,20}               2   1.027    CFH     6517         50625        step=12 
  {3,7,9,10,16,17}               1   1.032    CFH     15           49           step=11 
  {3,7,9,10,16,17}               2   1.032    CFH     7022         59049        step=9 
  {3,7,9,10,16,18}               1   1.028    CFH     24           49           step=11 
  {3,7,9,10,16,18}               2   1.028    CFH     12755        100000       step=13 
  {3,7,9,10,16,19}               1   1.025    CFH     24           49           step=12 
  {3,7,9,10,16,19}               2   1.025    CFH     7941         59049        step=9 
  {3,7,9,10,16,20}               1   1.022    CFH     24           49           step=13 
  {3,7,9,10,16,20}               2   1.022    CFH     7179         59049        step=10 
  {3,7,9,10,17,18}               1   1.024    CFH     50           289          step=13 
  {3,7,9,10,17,18}               2   1.024    CFH     8001         59049        step=10 
  {3,7,9,10,17,19}               1   1.021    CFH     23           49           step=13 
  {3,7,9,10,17,19}               2   1.021    CFH     13526        83521        step=14 
  {3,7,9,10,17,20}               1   1.018    CFH     15           49           step=13 
  {3,7,9,10,17,20}               2   1.018    CFH     8631         59049        step=11 
  {3,7,9,10,18,19}               1   1.017    CFH     60           324          step=15 
  {3,7,9,10,18,19}               2   1.017    CFH     15165        100000       step=15 
  {3,7,9,10,18,20}               1   1.014    CFH     24           49           step=13 
  {3,7,9,10,18,20}               2   1.014    CFH     10055        59049        step=12 
  {3,7,9,10,19,20}               1   1.011    CFH     24           49           step=13 
  {3,7,9,10,19,20}               2   1.011    CFH     8293         59049        step=12 
  {3,7,9,11,12,13}               1   1.066    CFH     17           49           step=10 
  {3,7,9,11,12,13}               2   1.066    CFH     2443         6561         step=9 
  {3,7,9,11,12,14}               1   1.059    CFH     13           49           step=10 
  {3,7,9,11,12,14}               2   1.059    CFH     2899         14641        step=10 
  {3,7,9,11,12,15}               1   1.054    CFH     17           49           step=10 
  {3,7,9,11,12,15}               2   1.054    CFH     4115         14641        step=10 
  {3,7,9,11,12,16}               1   1.049    CFH     17           49           step=10 
